date,source,headline,query,frost_news,harvest_news,price_news,support_price,production_cut,production_up,export_news,bearish_prod,bullish_prod,bearish_price,bullish_price
2025-08-11 07:00:00,akcaabatgazetesi.com.tr,"BAŞKAN GENÇ: “FINDIK YALNIZCA HASAT DEĞİL, YIL BOYU EMEK İSTER” - akcaabatgazetesi.com.tr",fındık hasat,0,1,0,0,0,0,0,,,,
2025-07-29 07:00:00,Mersin Haber Merkezi,Ordu’da fındık toplamaya rekor başvuru - Mersin Haber Merkezi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-07-17 07:00:00,Yeşilgiresun Gazetesi,Fındık İçin Uyarı! - Yeşilgiresun Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-04 07:00:00,Giresun İleri Gazetesi,Fındık Hasadında Erken Toplama ve Yanlış Teknik Zararlı! Doğru Fındık Hasadıyla Randıman ve Kalite... - Giresun İleri Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-06 07:00:00,Giresun İleri Gazetesi,Fındık Hasadı Öncesi Kahverengi Kokarca Alarmı! Giresun'da İlaçlama Süreci Başladı - Giresun İleri Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-09-27 07:00:00,Akyazı Haber Akyazı'nın Bir Numaralı Haber Sitesi,Fındığı evde depoluyorlar; Beklentileri 500 lira - Akyazı Haber Akyazı'nın Bir Numaralı Haber Sitesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-04 07:00:00,Dünya Gazetesi,"Yeşil altında hasat başladı: Fındık alım fiyatı ne zaman açıklanacak, fiyatlar ne kadar olacak? - Dünya Gazetesi",fındık hasat,0,1,1,0,0,0,0,,,,
2025-08-25 07:00:00,Bartın Hergün Gazetesi,Protokol Fındık Topladı - Bartın Hergün Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-02 07:00:00,Giresun Öncü Gazetesi,Giresun'da fındık bahçeleri şenleniyor! - Giresun Öncü Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-13 07:00:00,Yeşilgiresun Gazetesi,Fındıkta Patoz Mesaisi Başladı: Saatlik Ücret Belli Oldu - Yeşilgiresun Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-09-26 07:00:00,Rizedeyiz,Fındık Üreticileri Mahsullerini Evde Depoluyor: Beklenti 500 Lira - Rizedeyiz,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-15 07:00:00,oncurtv.com,GÖLORMANI KÖYÜ’NDE FINDIK HASAT ŞENLİĞİ - oncurtv.com,fındık hasat,0,1,0,0,0,0,0,,,,
2025-08-04 07:00:00,Karadeniz'de Sonnokta Gazetesi,Sürmene'de Fındık Bahçesinde Ölü Bulunan Çift Toprağa Verildi - Karadeniz'de Sonnokta Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-07-28 07:00:00,Giresun İleri Gazetesi,Ordu'da taze fındık tezgahlarda: Kilosu kaç TL? - Giresun İleri Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-07-17 07:00:00,Ekonomi Dünya,Ordu'da fındıkta işçi yevmiyesi ve diğer ücretler açıklandı - Ekonomi Dünya,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-03 07:00:00,Yeniçağ Gazetesi,Giresun’un sahil kesimlerinde fındık hasadı başladı - Yeniçağ Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-03 07:00:00,Giresun İleri Gazetesi,"Giresun'da Fındık Bahçeleri Canlandı, Üreticiler Hasada Başladı - Giresun İleri Gazetesi",fındık hasat,0,0,0,0,0,0,0,,,,
2025-07-17 07:00:00,Yeşilgiresun Gazetesi,Son Dakika! Giresun'da Fındık Yevmiyesi Belli Oldu! - Yeşilgiresun Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-15 07:00:00,Giresun Öncü Gazetesi,Giresun’da vakumlu fındık toplama makinası testten geçti! - Giresun Öncü Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-07-17 07:00:00,ekovitrin.com,Ordu'da fındık toplama işçi ücreti bin 200 TL olarak belirlendi - ekovitrin.com,fındık hasat,0,0,0,0,0,0,0,,,,
2025-07-24 07:00:00,Giresun Öncü Gazetesi,Üretici köylü fındık fiyatını belirledi - Giresun Öncü Gazetesi,fındık hasat,0,0,1,0,0,0,0,,,,
2025-07-17 07:00:00,61SAAT,Trabzon'da fındık işçilerinin yevmiyeleri belli oldu! - 61SAAT,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-14 07:00:00,Giresun İleri Gazetesi,Fındıkta patoz mesaisi başladı - Giresun İleri Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-15 07:00:00,yildizhaber.com.tr,"Altın tozu değil, fındık! 5 saatte asgari ücret kazanıyorlar! - yildizhaber.com.tr",fındık hasat,0,0,0,0,0,0,0,,,,
2025-08-05 07:00:00,Ekonomist.com.tr,"Fındık fiyatları 2025 ne zaman açıklanacak? Fındık fiyatları ne kadar, kaç TL olacak? - Ekonomist.com.tr",fındık hasat,0,0,1,0,0,0,0,,,,
2025-07-18 07:00:00,Giresun Öncü Gazetesi,Fındık işçi yevmiyesi belli oldu - Giresun Öncü Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-07-31 07:00:00,webagron,Düzce’de Fındık Hasadı 9 Ağustos’ta Başlıyor - webagron,fındık hasat,0,0,0,0,0,0,0,,,,
2023-07-31 07:00:00,Anadolu Ajansı,Giresun'da fındık hasat tarihleri belirlendi - Anadolu Ajansı,fındık hasat,0,1,0,0,0,0,0,,,,
2025-08-05 07:00:00,NTV Haber,Sıcak havalar erken olgunlaştırdı: Hasat başladı - NTV Haber,fındık hasat,0,1,0,0,0,0,0,,,,
2025-08-27 07:00:00,akcaabatgazetesi.com.tr,Ordu'da 148 fındık üreticisine hasat filesi desteği sağlandı - akcaabatgazetesi.com.tr,fındık hasat,0,1,0,0,0,0,0,,,,
2024-08-08 07:00:00,Ordu İl Tarım ve Orman Müdürlüğü,ORDU’DA FINDIK HASADINDA FİLE SİSTEMİ KULLANIMI YAYGINLAŞIYOR - Ordu İl Tarım ve Orman Müdürlüğü,fındık hasat,0,0,0,0,0,0,0,,,,
2024-08-18 07:00:00,Anadolu Ajansı,"Fındık üreticileri ""hasat filesi"" ile maliyeti azaltıyor - Anadolu Ajansı",fındık hasat,0,1,0,0,0,0,0,,,,
2025-07-29 07:00:00,Ünye Gündem Haber,Ordu’da Fındık Toplamaya Rekor Başvuru - Ünye Gündem Haber,fındık hasat,0,0,0,0,0,0,0,,,,
2024-08-05 07:00:00,Anadolu Ajansı,Fındık üreticilerine zamanında hasat yapılması uyarısı - Anadolu Ajansı,fındık hasat,0,1,0,0,0,0,0,,,,
2024-08-15 07:00:00,Anadolu Ajansı,Fındık üreticileri yerden hasat yöntemiyle maliyet ve zamandan tasarruf ediyor - Anadolu Ajansı,fındık hasat,0,1,0,0,0,0,0,,,,
2025-08-26 07:00:00,Giresun Öncü Gazetesi,Çocuklarda nefes borusuna fındık kaçma riski artıyor - Giresun Öncü Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2025-09-26 07:00:00,Marmaris Yeni Sayfa,Fındık üreticileri mahsullerini evde depoluyor: Beklenti 500 lira - Marmaris Yeni Sayfa,fındık hasat,0,0,0,0,0,0,0,,,,
2024-08-16 07:00:00,Anadolu Ajansı,Kocaeli'de mevsimlik tarım işçilerinin fındık mesaisi başladı - Anadolu Ajansı,fındık hasat,0,0,0,0,0,0,0,,,,
2023-08-22 07:00:00,Anadolu Ajansı,Tarım arazilerinin yüzde 85'inde fındık ekili Düzce'de hasat sürüyor - Anadolu Ajansı,fındık hasat,0,1,0,0,0,0,0,,,,
2024-07-31 07:00:00,Anadolu Ajansı,Ordu'da file örtü serilerek yapılan fındık hasadı yaygınlaşmaya başladı - Anadolu Ajansı,fındık hasat,0,0,0,0,0,0,0,,,,
2025-05-20 07:00:00,Giresun Öncü Gazetesi,Giresun’da fındık işçiliğinde yeni dönem - Giresun Öncü Gazetesi,fındık hasat,0,0,0,0,0,0,0,,,,
2024-08-09 07:00:00,Anadolu Ajansı,"Fındık hasadında işçilik maliyetinden tasarruf sağlamak için ""file örtü"" serildi - Anadolu Ajansı",fındık hasat,0,0,0,0,0,0,0,,,,
2022-07-28 07:00:00,Anadolu Ajansı,Orta ve Doğu Karadeniz'de fındık üreticileri hasada hazırlanıyor - Anadolu Ajansı,fındık hasat,0,0,0,0,0,0,0,,,,
2022-07-29 07:00:00,TRT Haber,Giresun'da fındık hasat tarihleri belirlendi - TRT Haber,fındık hasat,0,1,0,0,0,0,0,,,,
2024-07-26 07:00:00,Yeni Şafak,"Giresun, Ordu ve Trabzon’da fındık hasadı başlıyor: Tarih netleşti - Yeni Şafak",fındık hasat,0,0,0,0,0,0,0,,,,
2024-07-25 07:00:00,Anadolu Ajansı,"Üreticilere hasat öncesi ""fındığı daldan değil yerden toplayın"" tavsiyesi - Anadolu Ajansı",fındık hasat,0,1,0,0,0,0,0,,,,
2024-07-17 07:00:00,Karadeniz'de Sonnokta Gazetesi,Ordu'da fındık üreticilerine erken hasat uyarısı - Karadeniz'de Sonnokta Gazetesi,fındık hasat,0,1,0,0,0,0,0,,,,
2025-12-02 08:00:00,Yeşilgiresun Gazetesi,FİSKOBİRLİK Fındık Alım Fiyatını Revize Etti! - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-11-04 08:00:00,Yeşilgiresun Gazetesi,FİSKOBİRLİK Fındık Alım Fiyatını Güncelledi! - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-10-10 07:00:00,Yeşilgiresun Gazetesi,"FİSKOBİRLİK, Üst Üste 2 Gün Fındık Fiyatında Değişikliğe Gitti - Yeşilgiresun Gazetesi",fiskobirlik,0,0,1,0,0,0,0,,,,
2025-09-23 07:00:00,Yeşilgiresun Gazetesi,Fındık 400 Liraya İlerliyor! FİSKOBİRLİK Fındık Alım Fiyatını Artırdı - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-09-09 07:00:00,Yeşilgiresun Gazetesi,Serbest Piyasa ve FİSKOBİRLİK'te Fiyatlar Hareketlendi - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-09-12 07:00:00,Yeşilgiresun Gazetesi,Fındık Serbest Piyasada 350 Lirayı Gördü: FİSKOBİRLİK Tekrar Fiyat Artırdı - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-03-23 07:00:00,Yeşilgiresun Gazetesi,Fındıkta Büyük Düşüş! - Yeşilgiresun Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-20 08:00:00,Yeşilgiresun Gazetesi,Fındıkta Fiskobirlik Fiyatları Yukarı Çekti! İşte 50 Randıman İçin Yeni Rakam - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,1,0,0,0,,,,
2026-01-30 08:00:00,Ünye Kent Gazetesi,FİSKOBİRLİK fındık fiyatlarını bir günde yeniden düşürdü - Ünye Kent Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-10-09 07:00:00,Yeşilgiresun Gazetesi,FİSKOBİRLİK Fındık Fiyatını Revize Etti! - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-12-28 08:00:00,birgun.net,FİSKOBİRLİK’te zarar 15 milyar lira - birgun.net,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-08-05 07:00:00,Yeşilgiresun Gazetesi,FİSKOBİRLİK Fındık Alım Fiyatını Açıkladı: 15₺ Fark Var - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-01-18 08:00:00,ankahaber.net,"FİSKOBİRLİK Başkanı Bayraktar'dan faiz açıklaması: ""Fındıktan nihai mamul yapmak istiyorsan bunun bir bedeli var"" - ankahaber.net",fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-06 08:00:00,ankahaber.net,"CHP'li Adıgüzel: ""Lütfü Bayraktar derhal FİSKOBİRLİK'in yakasından düşmelidir"" - ankahaber.net",fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-17 08:00:00,T24,FİSKOBİRLİK Olağan Mali Genel Kurulu Giresun'da yapıldı - T24,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-10-21 07:00:00,Yeşilgiresun Gazetesi,Fındık Fiyatı Düşüyor! FİSKOBİRLİK ve Tüccar'da Son Durum? - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-08-05 07:00:00,Yeşilgiresun Gazetesi,Fındık Fiyatı İçin İlk İşaret FİSKOBİRLİK'ten Geldi - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-08-26 07:00:00,yildizhaber.com.tr,FİSKOBİRLİK Fındık Alım Fiyatını 15 lira Daha Arttırdı - yildizhaber.com.tr,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-04-07 07:00:00,Gıda Hattı,Fiskobirlik ürünleri nelerdir? Fiskobirlik ürünleri nerede satılır? - Gıda Hattı,fiskobirlik,0,1,0,0,0,0,0,,,,
2026-04-03 07:00:00,Son Dakika,Fiskobirlik'in Fındık Fiyatları Eleştirildi - Son Dakika,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-12-27 08:00:00,Sözcü Gazetesi,CHP’li Adıgüzel’den FİSKOBİRLİK çıkışı: 15 milyar liralık zarar var - Sözcü Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-04 08:00:00,Ünye Kent Gazetesi,Fiskobirlik fındık fiyatlarını yeniden düşürdü - Ünye Kent Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-01-18 08:00:00,Ekonomi Gazetesi,FİSKOBİRLİK Başkanı Bayraktar: 2025'te 800 milyon liranın üzerinde faiz ödedik - Ekonomi Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-24 08:00:00,Yeşilgiresun Gazetesi,Eski İlçe Belediye Başkanından FİSKOBİRLİK ile İlgili Dikkat Çeken Açıklama: “Umarım Yanılıyorumdur!” - Yeşilgiresun Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-08 08:00:00,Yeşilgiresun Gazetesi,Fındık Fiyatında Çift Haneli Artış! - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-11-18 08:00:00,Mynet Finans,45 yıldır üretimdeydi! Fiskobirlik o marka için istedi: Dev gıda şirketi iflasın eşiğine gelince... - Finans haberlerinin doğru adresi - Mynet Finans Haber - Mynet Finans,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-02-10 08:00:00,Düzce Damla Gazetesi,Fiskobirlik fiyat yükseltti! İşte güncel fiyatlar! - Düzce Damla Gazetesi,fiskobirlik,0,0,1,1,0,0,0,,,,
2025-12-04 08:00:00,ankahaber.net,"Giresun Ziraat Odası Başkanı Karan’dan, FİSKOBİRLİK Başkanı Bayraktar'a tepki: “Üreticinin değil, tekelci firmanın çıkarlarını savunuyor"" - ankahaber.net",fiskobirlik,0,0,0,0,0,0,0,,,,
2025-11-28 08:00:00,Alparslan Diyarı,Fiskobirlik'ten Giresun'a dev yatırım: 17 milyon dolarlık fındık tesisi hayata geçiyor - Alparslan Diyarı,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-03 08:00:00,Giresun Öncü Gazetesi,Fiskobirlik başkanı fındık üreticisini panik havasına sokuyor - Giresun Öncü Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-25 08:00:00,Düzce Damla Gazetesi,Yeni fındık fiyatları açıklandı! Fiskobirlik zam yaptı! - Düzce Damla Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-09-07 07:00:00,Giresun İleri Gazetesi,"FİSKOBİRLİK, Giresun Kalite Fındık Fiyatlarını Açıkladı! Fındık Alım Fiyatları Ne Kadar? - Giresun İleri Gazetesi",fiskobirlik,0,0,1,0,0,0,0,,,,
2026-02-09 08:00:00,Düzce Damla Gazetesi,Fiskobirlik'ten fındığa büyük darbe! Yeni fiyatı şoke etti! - Düzce Damla Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-12-16 08:00:00,Evrensel.net,"TBMM Genel Kurulu’nda 'çift maaş' tartışması: Fiskobirlik Yönetim Kurulu Başkanı Bayraktar, tam maaş almadığını savundu - Evrensel.net",fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-18 08:00:00,Odatv,FİSKOBİRLİK'in 2025'te 800 milyon lirası faize gitti - Odatv,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-01 08:00:00,Ünye Kent Gazetesi,FİSKOBİRLİK yeni yıla zamla başladı; fındık alım fiyatları yükseldi - Ünye Kent Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-02-26 08:00:00,Düzce Damla Gazetesi,Yeni fındık fiyatları açıklandı! Fiskobirlik fiyat yükseltti! - Düzce Damla Gazetesi,fiskobirlik,0,0,1,1,0,0,0,,,,
2026-01-22 08:00:00,Giresun İleri Gazetesi,KAMUOYU SORUYOR: FİSKOBİRLİK ARAZİSİ KARŞILIĞINDA NE ALINDI? - Giresun İleri Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-04-08 07:00:00,Gıda Hattı,Fiskobirlik online satış mağazası - Fiskobirlik ürünleri nasıl alınır? - Gıda Hattı,fiskobirlik,0,1,0,0,0,0,0,,,,
2025-12-10 08:00:00,Alparslan Diyarı,Fındık üreticisini şoke eden düşüş: FİSKOBİRLİK fiyatları bir haftada 20 lira aşağı çekti - Alparslan Diyarı,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-02-21 08:00:00,NetGaste,21 Şubat 2026 Fındık Fiyatları: 5 İl Serbest Piyasa ve TMO/FİSKOBİRLİK Analizi - NetGaste,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-10-09 07:00:00,yildizhaber.com.tr,FİSKOBİRLİK Giresun Kalite Fındık Fiyatlarını Güncelledi! - yildizhaber.com.tr,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-12-16 11:34:57,ankahaber.net,"2026 bütçesi TBMM Genel Kurulu'nda... AK Partili Fiskobirlik Başkanı Bayraktar'dan ""çift maaş"" savunması: ""Oraya bileğimin hakkıyla seçilerek geliyorum"" - ankahaber.net",fiskobirlik,0,0,0,0,0,0,0,,,,
2025-08-28 07:00:00,yildizhaber.com.tr,Fiskobirlik fındık alım fiyatlarını arttırmaya devam ediyor - yildizhaber.com.tr,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-12-27 08:00:00,Demokrat Haber,CHP'li Adıgüzel'den FİSKOBİRLİK Başkanı Bayraktar'a: 'Fındık fiyatlarının düşürülmesi için kimden talimat aldın?' - Demokrat Haber,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-01-15 08:00:00,Yeşilgiresun Gazetesi,"“FİSKOBİRLİK Borçla, Faizle ve Arsa Satarak Yönetilemez” - Yeşilgiresun Gazetesi",fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-19 08:00:00,Giresun Öncü Gazetesi,Fiskobirlik Başkanı Bayraktar'dan ilginç çıkış! - Giresun Öncü Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-16 08:00:00,Cumhuriyet,Yurttaş açlık sınırında yaşam kavgası verirken... AKP'li Fiskobirlik Başkanı Bayraktar'dan 'çift maaş' savunması - Cumhuriyet,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-02-24 08:00:00,Fatsa Gazetesi,FİSKOBİRLİK FİYATI GERİ ÇEKTİ! - Fatsa Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-08-22 07:00:00,Yeşilgiresun Gazetesi,FİSKOBİRLİK Fındık Alım Fiyatını Peş Peşe Artırdı! - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-01-29 08:00:00,Ünye Kent Gazetesi,Karan’dan FİSKOBİRLİK yönetimine sert eleştiri - Ünye Kent Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-04-09 07:00:00,Bizim Sakarya Gazetesi,"Fındık Üreticisi Kan Ağlıyor: Fiyatlar Çakıldı, Fiskobirlik Eleştirilerin Odağında! - Bizim Sakarya Gazetesi",fiskobirlik,0,0,1,0,0,0,0,,,,
2025-07-09 07:00:00,Yeşilgiresun Gazetesi,FİSKOBİRLİK Fındık Alım Fiyatını Güncelledi - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-04-06 07:00:00,Ünye Kent Gazetesi,Fiskobirlik’ten CHP’li Adıgüzel’e fındık çıkışı! - Ünye Kent Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-17 08:00:00,Akyazı Haber Akyazı'nın Bir Numaralı Haber Sitesi,FİSKOBİRLİK Başkanı Bayraktar'dan faiz açıklaması - Akyazı Haber Akyazı'nın Bir Numaralı Haber Sitesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-24 08:00:00,Ünye Gündem Haber,Yok Olup Giden Bir Cumhuriyet Mirası: Fiskobirlik Neden Yalnız Bırakıldı? - Ünye Gündem Haber,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-04-01 07:00:00,Ünye Kent Gazetesi,“FİSKOBİRLİK piyasa koşullarına göre hareket ediyor” - Ünye Kent Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-01-19 08:00:00,Ünye Kent Gazetesi,FİSKOBİRLİK 2025’te 800 Milyon Liranın üzerinde faiz ödendi - Ünye Kent Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-24 08:00:00,Giresun Öncü Gazetesi,"Fiskobirlik Başkanı Bayraktar, gözü Eynesil’e mi dikti? - Giresun Öncü Gazetesi",fiskobirlik,0,0,0,0,0,0,0,,,,
2025-09-27 07:00:00,Yeşilgiresun Gazetesi,Fındık Piyasasında Sert Düşüş: FİSKOBİRLİK ve Serbest Piyasa Fiyatları Üreticiyi Üzdü! - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-08-18 07:00:00,Giresun İleri Gazetesi,FİSKOBİRLİK Giresun Kalite Fındık Alım Fiyatlarını Açıkladı! Fındık Alım Fiyatları Ne Kadar? - Giresun İleri Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-12-17 08:00:00,Yeniçağ Gazetesi,Adıgüzel'den Meclis’te Bayraktar’a Fiskobirlik cevabı - Yeniçağ Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-03-24 07:00:00,Ünye Kent Gazetesi,Fiskobirlik fındık alım fiyatlarını güncelledi - Ünye Kent Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-08-23 07:00:00,yildizhaber.com.tr,Fiskobirlik 4 Günde 3 Kez Fındık Fiyatı Artırdı - yildizhaber.com.tr,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-01-28 08:00:00,Ünye Kent Gazetesi,Fiskobirlik’ten fındık alım fiyatlarında düşüş - Ünye Kent Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2026-01-19 08:00:00,Yeşilgiresun Gazetesi,“FİSKOBİRLİK Kimsenin Şahsi Mülkü Değildir!” - Yeşilgiresun Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-04-04 07:00:00,Ünye Kent Gazetesi,"CHP’li Adıgüzel’den FİSKOBİRLİK’e ""esnaflık"" suçlaması! - Ünye Kent Gazetesi",fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-16 08:00:00,orducu.com,Ordu'da Fındık Fiyatına Bir Darbe de Fiskobirlik'ten! - orducu.com,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-12-10 08:00:00,Yeniçağ Gazetesi,CHP'li vekilden Fiskobirlik'e suçlama - Yeniçağ Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-02 08:00:00,orducu.com,Fiskobirlik'te Fındık Fiyatı 10 Lira Yükseldi! - orducu.com,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-12-16 08:00:00,T24,"AKP milletvekili ve Fiskobirlik Başkanı Bayraktar'dan ""çift maaş"" savunması: Oraya bileğimin hakkıyla seçilerek geliyorum - T24",fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-15 08:00:00,Son Dakika,FİSKOBİRLİK'te Borç Alarmı! - Son Dakika,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-08 08:00:00,Ünye Kent Gazetesi,CHP’li Adıgüzel’den FİSKOBİRLİK iddiaları! - Ünye Kent Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-01-26 08:00:00,Düzce Damla Gazetesi,Fiskobirlik fiyatı geriye çekti! Fındıkta sert düşüş! - Düzce Damla Gazetesi,fiskobirlik,0,0,1,1,0,0,0,,,,
2026-01-09 08:00:00,Yeşilgiresun Gazetesi,FİSKOBİRLİK Arazisinin Planında Değişiklik Yapıldı: Revizyon İmar Planı Meclisten Geçti - Yeşilgiresun Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-10-14 07:00:00,Fatsa Gazetesi,FİSKOBİRLİK FİYATLARI YENİDEN YÜKSELTTİ - Fatsa Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-08-05 07:00:00,ekotürk,FİSKOBİRLİK fındık alımına 11 Ağustos’ta başlıyor - ekotürk,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-02-16 08:00:00,yildizhaber.com.tr,Bulancak’ta FİSKOBİRLİK “Fisko Market” Yenilendi! Yeni Konseptle 17 Şubat’ta Açılıyor - yildizhaber.com.tr,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-05-26 07:00:00,Nefes Gazetesi,Fiskobirlik borç batağına saplandı - Nefes Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-12-23 08:00:00,Ünye Kent Gazetesi,Fiskobirlik’ten 50 randıman fındık 265 TL - Ünye Kent Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2025-05-27 07:00:00,Yeşilgiresun Gazetesi,FİSKOBİRLİK Fındık Fiyatını Artırdı - Yeşilgiresun Gazetesi,fiskobirlik,0,0,1,0,0,0,0,,,,
2025-08-04 07:00:00,Dünya Gazetesi,FİSKOBİRLİK fındık alımına 11 Ağustos'ta başlayacak - Dünya Gazetesi,fiskobirlik,0,0,0,0,0,0,0,,,,
2026-03-13 07:00:00,Medya Detay,Neşat SAZOĞLU: Fındık rekoltesi tahminine kimse inanmıyor! - Medya Detay,findik rekolte,0,1,0,0,0,0,0,,,,
2026-03-11 07:00:00,Samsun Canlı Haber,Samsun'da fındık rekoltesi için şok iddia: “Bu rakam gerçeği yansıtmıyor!” - Samsun Canlı Haber,findik rekolte,0,1,0,0,0,0,0,,,,
2025-07-23 07:00:00,Milliyet,Trabzon fındık rekolte çalışması tamamlandı - Son Haberler - Milliyet,findik rekolte,0,1,0,0,0,0,0,,,,
2026-03-22 07:00:00,Yeşilgiresun Gazetesi,‘Yaprak Açmamış’ Fındık Düşüyor! 829 Bin Tonluk Tahmin Gerçek Dışı - Yeşilgiresun Gazetesi,findik rekolte,0,0,0,0,0,0,0,,,,
2025-07-19 07:00:00,Yeşilgiresun Gazetesi,Fındıkta Rekolte Dibe Vurdu! - Yeşilgiresun Gazetesi,findik rekolte,0,1,0,0,0,0,0,,,,
